taxid	description
1329781	Cryphonectria parasitica bipartite mycovirus 1 strain=09269
1330491	Cosavirus A strain=HCoSV-A1
1330520	Enterovirus F strain=BEV-261; M2; RM2
1330524	Salivirus A
1330521	Enterovirus J strain=1631
1330521	Enterovirus J strain=N203
1331744	Actinidia virus X strain=RV-3124
1332244	Influenza A virus (A/Shanghai/02/2013(H7N9))
1332145	Synechococcus T7-like phage S-TIP37
1332248	Karang Sari virus strain=JKT10701
1333313	Malvastrum leaf curl Philippines virus
1335477	Eidolon helvum papillomavirus 3
1335626	Middle East respiratory syndrome-related coronavirus strain=HCoV-EMC
1335476	Eidolon helvum papillomavirus 2
1335230	Pseudomonas phage PaBG
1335638	Phaeocystis globosa virus virophage
1335766	Chili leaf curl Bhatinda betasatellite
1335768	Tomato yellow leaf curl Yunnan virus
1336597	Tomato golden leaf spot virus
1337877	Paenibacillus phage phiIBB_P123
1336600	Felis catus papillomavirus 3
1338506	Talpa europaea papillomavirus 1
1340534	Salmonella phage Jersey
1340708	Mycobacterium phage Bobi
1340709	Mycobacterium phage Redno2
1340712	Mycobacterium phage Breeniome
1340746	Tomato bright yellow mosaic virus
1340745	Vibrio phage VFJ
1340713	Mycobacterium phage Wanda
1340750	Escherichia phage JH2
1340769	Staphylococcus phage phiIBB-SEP1
1340801	Bat rotavirus
1340810	Synechococcus phage ACG-2014h
1340818	Mycobacterium phage LittleCherry
1340812	Synechococcus phage S-MbCM100
1340819	Mycobacterium phage Catdawg
1340821	Mycobacterium phage Velveteen
1340820	Mycobacterium phage Jabbawokkie
1340822	Mycobacterium phage Daenerys
1340825	Mycobacterium phage Trouble
1340824	Mycobacterium phage Hamulus
1340827	Mycobacterium phage SarFire
1340826	Mycobacterium phage Whirlwind
1340828	Mycobacterium phage Reprobate
1340829	Mycobacterium phage Muddy
1340830	Mycobacterium phage KayaCho
1340836	Mycobacterium phage Crossroads
1340831	Mycobacterium phage Dylan
1340833	Mycobacterium phage Contagion
1341101	Vibrio phage VPUSM 8
1341019	Parvovirus NIH-CQV
1343493	Grapevine satellite virus
1343494	Stenotrophomonas phage SMA7
1343920	Apricot vein clearing associated virus
1344113	American bat vesiculovirus TFFN-2013
1345637	Human cyclovirus VS5700009
1345661	Nilaparvata lugens honeydew virus-2
1343901	Fruit bat alphaherpesvirus 1
1345662	Nilaparvata lugens honeydew virus-3
1346815	Circo-like virus-Brazil hs1
1348439	Niakha virus
1346893	Stenotrophomonas phage SMA6
1346829	Peridroma alphabaculovirus
1347760	Staphylococcus phage SA12
1348500	Cyclovirus VN
1349999	Goose astrovirus
1348912	Pseudomonas phage PAK_P2
1349409	Pandoravirus dulcis
1349410	Pandoravirus salinus
1350001	Duck megrivirus strain=LY
1351702	Sulfolobus monocaudavirus SMV1
1351735	Enterococcus phage IMEEF1
1351740	Yersinia phage PST
1352227	Ralstonia phage RSS30
1352230	Thermus phage phi OH2
1352235	Castor canadensis papillomavirus 1
1352511	Thin paspalum asymptomatic virus strain=2005
1353016	Sclerotinia sclerotiorum endornavirus 1 strain=JZJL2
1353795	Leptopilina boulardi Toti-like virus strain=NSref
1353241	Fur seal faeces associated circular DNA virus
1354498	Guereza hepacivirus
1354507	Mycobacterium phage Adawi
1354508	Mycobacterium phage Bane1
1354509	Mycobacterium phage Bane2
1354510	Mycobacterium phage Fredward
1354511	Mycobacterium phage Anubis
1354512	Mycobacterium phage PhrostyMug
1354513	Mycobacterium phage SargentShorty9
1354514	Mycobacterium phage Quink
1357321	Porcine respirovirus 1 strain=S206N
1357423	Sinorhizobium phage phiM12
1357669	Mycobacterium phage DrDrey
1357704	Proteus phage PM16
1357706	Pseudoalteromonas phage HP1
1357713	Bacillus phage phiCM3
1357714	Caulobacter phage Cr30
1357715	Microcystis phage MaMV-DC
1357825	Enterobacteria phage fiAA91-ss
1367126	Pouzolzia mosaic Guangdong virus
1357732	Anabaena phage A-4L
1358807	Lettuce necrotic leaf curl virus
1367203	Hemileuca sp. nucleopolyhedrovirus
1367204	Choristoneura occidentalis alphabaculovirus
1367218	Hypericum japonicum associated circular DNA virus
1368616	Brazoran virus
1370094	Rangifer tarandus papillomavirus 2
1379692	Circoviridae 1 LDMD-2013
1379694	Bacillariodnavirus LDMD-2013
1379708	Circoviridae 4 LDMD-2013
1379695	Circoviridae 2 LDMD-2013
1379707	Circoviridae 3 LDMD-2013
1379709	Circoviridae 5 LDMD-2013
1379711	Circoviridae 7 LDMD-2013
1379710	Circoviridae 6 LDMD-2013
1379712	Circoviridae 8 LDMD-2013
1379714	Circoviridae 10 LDMD-2013
1379715	Circoviridae 11 LDMD-2013
1379713	Circoviridae 9 LDMD-2013
1379717	Circoviridae 13 LDMD-2013
1379718	Circoviridae 14 LDMD-2013
1379719	Circoviridae 15 LDMD-2013
1379720	Circoviridae 16 LDMD-2013
1379725	Circoviridae 21 LDMD-2013
1379723	Circoviridae 19 LDMD-2013
1379722	Circoviridae 18 LDMD-2013
1380894	Farfantepenaeus duorarum circovirus
1381007	Grapevine red blotch virus
1379788	Boiling Springs Lake RNA-DNA hybrid virus
1381104	Leopards Hill virus strain=11SB17
1381464	Blackberry vein banding-associated virus
1382295	Inachis io cypovirus 2
1382279	University of Helsinki virus strain=UHV-1
1383052	Hemidesmus yellow mosaic virus
1382995	Chaetoceros sp. DNA virus 7
1382932	Bacillus phage Troll
1383054	Mycobacterium phage Wheeler
1384461	Bat coronavirus CDPHE15/USA/2006 strain=bat/USA/CDPHE15/2006
1383055	Mycobacterium phage Phelemich
1383056	Mycobacterium phage Papyrus
1383059	Mycobacterium phage Adzzy
1383057	Mycobacterium phage Goku
1384631	Tomato leaf curl Gandhinagar virus
1384490	Basella alba alphaendornavirus 1
1384632	Tomato leaf curl Gandhinagar betasatellite
1385427	Betacoronavirus Erinaceus/VMC/DEU/2012
1385658	Marine gokushovirus
1385385	Streptococcus phage TP-778L
1387160	Pepper leafroll virus
1387301	Heterobasidion partitivirus 7
1389204	Feline astrovirus 2 strain=1637F
1388882	Cangyuan orthoreovirus
1391027	Faeces associated gemycircularvirus 12
1391025	Faeces associated gemycircularvirus 10
1391026	Faeces associated gemycircularvirus 11
1391029	Faecal-associated gemycircularvirus 1b
1391036	Faeces associated gemycircularvirus 7
1391030	Faecal-associated gemycircularvirus 1c
1391031	Faeces associated gemycircularvirus 2
1391038	Blackbird associated gemykibivirus 1
1391037	Black robin associated gemykibivirus 1
1391179	Mycobacterium phage Bruin
1391180	Mycobacterium phage Nala
1391181	Mycobacterium phage PhatBacter
1391190	Pseudomonas phage MP48
1391188	Bacillus phage CP-51
1391224	Escherichia phage vB_EcoM_PhAPEC2
1391223	Escherichia phage vB_EcoP_PhAPEC7
1391428	Escherichia phage 4MG
1391429	Mycobacterium phage Artemis2UCLA
1391430	Mycobacterium phage CloudWang3
1391431	Mycobacterium phage Conspiracy
1391432	Mycobacterium phage Graduation
1391433	Mycobacterium phage Zaka
1391455	Phormidium phage MIS-PhV1A
1391667	Bufavirus-3 strain=BTN-63
1391702	Tomato mottle mosaic virus
1391456	Phormidium phage MIS-PhV1B
1391659	Edwardsiella phage eiAU-183
1391746	Tomato yellow leaf curl Saudi virus
1392231	Streptococcus phage 20617
1394033	Butcherbird polyomavirus
1392388	Sweet potato leaf curl Shanghai virus
1396815	Cotton chlorotic spot virus
1394142	Ferret parechovirus
1395983	Escherichia phage vB_EcoP_PhAPEC5
1397670	Tomato leaf curl Karnataka betasatellite
1398149	Eel picornavirus 1 strain=F15/05
1398939	Anopheline-associated C virus
1398507	Felis catus papillomavirus 4
1399914	African elephant polyomavirus 1
1399915	Pectobacterium phage PM1
1399941	Lactobacillus phage phiJB
1399942	Lactobacillus phage phiLdb
1399966	pigeon mesivirus 1 strain=HK21
1400425	Bowe virus strain=VN1512
1399949	Staphylococcus phage YMC/09/04/R1988
1400526	Donkey orchid symptomless virus
1401263	Fathead minnow picornavirus strain=09-283
1401263	Fathead minnow picornavirus
1401445	Avian paramyxovirus goose/Shimane/67/2000
1401297	Burkholderia phage JG068
1401669	Erwinia phage PhiEaH1
1403390	Staphylococcus phage phiRS7
1403565	Pleione flower breaking virus
1402875	Ralstonia phage RSB3
1404345	Acheta domestica mini ambidensovirus
1405299	Botryosphaeria dothidea chrysovirus 1 strain=G1
1405807	Razdan virus strain=LEIV-Arm2741
1406344	Kibale virus strain=P05/UG/2008
1406343	Tai virus strain=F47/CI/2004
1406134	Murrumbidgee virus
1406779	Acinetobacter phage Petty
1406780	Acinetobacter phage Presley
1406781	Bacillus phage BigBertha
1406783	Bacillus phage CampHawk
1406785	Bacillus phage Grass
1406789	Bacillus phage Pony
1406786	Bacillus phage Page
1406790	Bacillus phage Slash
1406791	Bacillus phage Spock
1406792	Bacillus phage Staley
1406793	Clavibacter phage CN1A
1406816	Zucchini tigre mosaic virus
1406795	Salmonella phage Maynard
1406794	Salmonella phage Marshall
1406974	Pseudomonas phage TL
1407057	Tomato leaf curl alphasatellite
1407058	Ageratum yellow vein India alphasatellite
1407493	Shigella phage SfIV
1408129	Mesocricetus auratus papillomavirus 1
1408133	Rhizoctonia cerealis alphaendornavirus 1
1407608	Erwinia phage FE44
1408144	Fikirini rhabdovirus
1408137	Mobuck virus strain=12-2
1408257	Turkey aviadenovirus 4
1408894	Red clover cryptic virus 1
1408895	Dill cryptic virus 1
1410331	Cronobacter phage Dev2
1411095	Clostridium phage CDMH1
1408258	Turkey aviadenovirus 5
1410467	Halyomorpha halys virus
1411991	Banana streak VN virus strain=Acuminata Vietnam
1411681	Rhizoctonia solani dsRNA virus 2
1411887	Zamilon virus strain=strain
1414655	Pepper chlorotic spot virus
1414644	Tall oatgrass mosaic virus
1412875	Lactococcus phage phiL47
1414671	Solenopsis invicta densovirus
1414736	Lactobacillus phage J-1
1414737	Rhizobium phage vB_RleS_L338C
1414738	Shigella phage pSb-1
1414739	Vibrio phage SHOU24
1414742	Arthrobacter phage vB_ArS-ArV2
1414747	Mycobacterium phage Validus
1414748	Mycobacterium phage Suffolk
1415146	Xylella phage Prado
1414766	Enterobacteria phage IME_EC2
1415145	Xylella phage Paz
1415147	Xylella phage Salvo
1415627	Gyrovirus Tu243
1415148	Xylella phage Sano
1415628	Gyrovirus Tu789
1416026	Yellow tailflower mild mottle virus
1416021	Feline sakobuvirus A
1415665	Ustilaginoidea virens partitivirus 2
1416011	Klebsiella phage F19 strain=Klebsiella pneumoniae
1416009	Achromobacter phage JWAlpha
1416012	Enterococcus phage IME_EF3
1416028	Escherichia phage vB_EcoS_AHP42
1416349	Equine hepacivirus JPN3/JAPAN/2013
1416030	Escherichia phage vB_EcoS_AHS24
1416031	Escherichia phage vB_EcoS_AKS96
1416032	Shigella phage 75/02 Stx
1416631	Marine RNA virus SF-2
1416334	Lactobacillus phage phi jlb1
1416741	Sea otter poxvirus strain=ELK
1417304	Ambrosia asymptomatic virus 1
1417756	Feline bocaparvovirus 2
1416745	Salanga virus strain=AnB 904a
1418029	Siegesbeckia yellow vein betasatellite
1419327	Marine RNA virus SF-3
1417599	Ralstonia phage RSK1
1419711	Penaeus monodon circovirus VN11
1420545	Human papillomavirus 167
1420600	Anguilla anguilla circovirus
1423347	Sclerotinia sclerotiorum hypovirus 2
1421055	Yam spherical virus
1423421	Cherry leaf scorch small circular viroid-like RNA 1
1421067	Tunisvirus fontaine2 strain=U484
1424279	Cherry twisted leaf associated virus
1424613	Anjozorobe virus strain=Anjozorobe/Em/MDG/2009/ATD49
1425362	Carrot Ch virus 2
1424280	Sierra Nevada virus
1425363	Carrot Ch virus 1
1425364	Carrot torradovirus 1
1427157	Seal anellovirus 2
1427156	Seal anellovirus 3
1427158	Seal parvovirus
1428189	Hedyotis yellow mosaic betasatellite
1428190	Hedyotis uncinella yellow mosaic virus
1428342	Chilli leaf curl alphasatellite
1427476	Cimodo virus strain=C74-CI-2004
1428456	Kolente virus
1429758	Pseudomonas phage phiIBB-PAA2
1429791	Mycobacterium phage BellusTerra
1429767	Erwinia phage Ea9-2
1429759	Mycobacterium phage EagleEye
1429768	Erwinia phage Ea35-70
1429793	Mycobacterium phage Donovan
1429794	Pectobacterium bacteriophage PM2
1429904	Mycobacterium phage HanShotFirst
1429912	Mycobacterium phage Jovo
1429903	Mycobacterium phage Bernardo
1429905	Mycobacterium phage JAMaL
1430411	Mycobacterium phage HufflyPuff
1430444	Escherichia phage vB_EcoM_JS09
1431395	Mirabilis leaf curl virus
1432563	Rottboellia yellow mottle virus
1431464	Bovine hungarovirus 1 strain=BHUV1/2008/HUN
1432135	Lamium mild mosaic virus
1432428	Burkholderia phage Bp-AMP1
1432565	Spinach yellow vein Sikar virus
1432658	Enterococcus phage IME-EF4
1432856	Formica exsecta virus 1
1432857	Formica exsecta virus 2
1432847	Oenococcus phage phiS11
1432848	Oenococcus phage phiS13
1434070	Cervus papillomavirus 2
1434127	Vibrio phage AS51
1434319	Staphylococcus phage vB_SepS_SEP9
1434782	Human papillomavirus 175
1434323	Escherichia phage HY01
1435008	Citrus endogenous pararetrovirus
1434987	Human papillomavirus 172
1434720	Beluga whale alphaherpesvirus 1 strain=LN3131-1
1435446	Sclerotinia sclerotiorum mitovirus 6
1435411	Oenococcus phage phi9805
1435450	Sclerotinia sclerotiorum umbra-like virus 1
1435485	Bovine astrovirus strain=BAstV-GX7/CHN/2014
1435457	Sclerotinia sclerotiorum negative-stranded RNA virus 3
1436892	Pea yellow stunt virus
1437126	Loei River mammarenavirus
1436889	Escherichia phage KBNP1711
1437363	Clostridium phage phiCDHM13
1439369	Carp picornavirus 1
1437839	Mycobacterium phage Echild
1439894	Klebsiella phage K64-1
1440170	Madariaga virus strain=MADV/Cebus apella/BRA/BEAN5122/1956
1441796	Black medic leafroll alphasatellite 1
1441797	Pea necrotic yellow dwarf alphasatellite 1
1441799	Faba bean necrotic stunt alphasatellite 1
1441798	Pea necrotic yellow dwarf alphasatellite 3
1441800	Faba bean necrotic stunt alphasatellite 2
1442594	Haloarcula hispanica pleomorphic virus 2
1445557	Ilomantsi virus
1445715	Mycobacterium phage Obama12
1445714	Mycobacterium phage Nyxis
1445726	Mycobacterium phage MichelleMyBell
1445727	Mycobacterium phage Oaker
1445728	Mycobacterium phage Saal
1445729	Mycobacterium phage 32HC
1445809	Bacillus phage vB_BtS_BMBtp3
1445810	Bacillus phage Bp8p-C
1445811	Bacillus phage Bp8p-T
1445858	Enterococcus phage IME-EFm1
1445859	Shewanella phage Spp001
1445860	Salmonella phage STP4-a
1446489	Escherichia phage vB_EcoS_FFH_1
1446490	Escherichia phage FFH2
1448273	Streptococcus phage DCC1738
1446492	Salmonella phage vB-SalM-SJ3
1448276	Streptococcus phage IC1
1448274	Streptococcus phage K13
1449896	Uncultured phage WW-nAnB strain 2
1449437	Pseudomonas phage vB_PaeP_Tr60_Ab31
1449897	Uncultured phage WW-nAnB strain 3
1450142	Staphylococcus phage phiSA12 strain=phiSA012
1451050	Vibrio phage PV94
1450169	Pseudomonas phage phi2
1450746	Pithovirus sibericum
1450749	IAS virus
1452514	Sosuga virus
1452516	Caprine kobuvirus
1453081	Faba bean necrotic yellows C11 alphasatellite
1453082	Faba bean necrotic yellows C7 alphasatellite
1453080	Faba bean necrotic yellows C1 alphasatellite
1453083	Faba bean necrotic yellows C9 alphasatellite
1452540	Felis catus gammaherpesvirus 1
1453336	Pseudomonas phage SPM-1
1453367	Staphylococcus phage GRCS
1453404	Burana virus strain=760
1454021	Dragonfly larvae associated circular virus-1
1454022	Dragonfly larvae associated circular virus-10
1454023	Dragonfly larvae associated circular virus-2
1454024	Dragonfly larvae associated circular virus-3
1454026	Dragonfly larvae associated circular virus-5
1454025	Dragonfly larvae associated circular virus-4
1454027	Dragonfly larvae associated circular virus-6
1454028	Dragonfly larvae associated circular virus-7
1454029	Dragonfly larvae associated circular virus-8
1454041	Simian pegivirus strain=SPgVkrc
1454030	Dragonfly larvae associated circular virus-9
1454227	Ageratum yellow vein China alphasatellite
1454551	Porcine sapovirus strain=Cowden
1455074	Enterobacter phage PG7
1455651	Milk vetch dwarf C1 alphasatellite
1455075	Citrobacter phage CR44b
1455076	Citrobacter phage CR8
1455652	Milk vetch dwarf C10 alphasatellite
1455653	Milk vetch dwarf C2 alphasatellite
1455654	Milk vetch dwarf C3 alphasatellite
1456752	Kama virus strain=LEIV-20776Tat
1457165	Wallerfield virus strain=TR7904
1457166	Cumuto virus strain=TR7904
1457322	Arrabida virus strain=PoSFPhlebV/126/2008
1457386	Hunter Island virus
1458187	Coconut foliar decay alphasatellite
1458458	Subterranean clover stunt C2 alphasatellite
1458459	Subterranean clover stunt C6 alphasatellite
1458669	Acinetobacter phage IMEAB3
1458670	Microbacterium phage vB_MoxS-ISF9
1458697	Rhizobium phage vB_RglS_P106B
1458706	Escherichia phage phi191
1458711	Mycobacterium phage Hawkeye
1458710	Mycobacterium phage Badfish
1458714	Mycobacterium phage Seabiscuit
1458715	Mycobacterium phage Swish
1458717	Mycobacterium phage 40AC
1458716	Vibrio phage CHOED
1458724	Mycobacterium phage Alsfro
1458831	Mycobacterium phage Jolie2
1458726	Mycobacterium phage 20ES
1458725	Mycobacterium phage Soto
1458842	Geobacillus phage GBK2
1458841	Mycobacterium phage CRB1
1458843	Pseudomonas phage phiPsa374
1458846	Mycobacterium phage RhynO
1458848	Escherichia phage Bp4
1458849	Salmonella phage vB-SalM-SJ2
1458851	Enterococcus phage VD13
1458852	Listeria phage LP-030-3
1458853	Listeria phage LP-064
1458855	Listeria phage LP-083-2
1458856	Listeria phage LP-101
1458857	Listeria phage LP-114
1458861	Shewanella sp. phage 1/41
1458859	Shewanella sp. phage 1/4
1458860	Shewanella sp. phage 1/40
1458862	Shewanella sp. phage 1/44
1459044	Long Island tick rhabdovirus strain=LS1
1458863	Shewanella sp. phage 3/49
1459800	Hibiscus bacilliform virus GD1
1460070	Ralstonia phage 1 NP-2014 strain=RIP1
1460374	Ustilaginoidea virens RNA virus 3
1460451	Gordil virus
1460071	Antheraea pernyi iflavirus
1461792	Malvastrum leaf curl Guangdong betasatellite
1461743	Vibrio phage PVA1
1462681	Pepo aphid-borne yellows virus
1462608	Pseudomonas phage KPP25
1462682	Luffa aphid-borne yellows virus
1463809	Mycobacterium phage 39HC
1463811	Mycobacterium phage Hosp
1463817	Fulmarus glacialis papillomavirus 1
1463812	Mycobacterium phage Jolie1
1464072	Eptesicus serotinus papillomavirus 2
1464074	Rhinolophus ferrumequinum papillomavirus 1
1464071	Eptesicus serotinus papillomavirus 1
1464778	Cassava Ivorian bacilliform virus strain=SCRI-CV1
1464127	Staphylococcus phage DW2
1464786	Laodelphax striatella honeydew virus 1
1465613	Salmonella phage vB_SenS-Ent3
1465618	Salmonella phage vB_SenS-Ent2
1465751	Anopheles minimus iridovirus
1468169	Mycobacterium phage Lamina13
1468172	Gaillardia latent virus
1468454	Lagenaria siceraria endornavirus-California
1468411	Enterobacteria phage 9g
1468596	Ageratum yellow vein Pakistan alphasatellite
1468597	Hibiscus leaf curl alphasatellite
1469905	Heterobasidion partitivirus 12 strain=HetPV12-an1
1469906	Heterobasidion partitivirus 13 strain=HetPV13-an1
1469908	Heterobasidion partitivirus 15 strain=HetPV15-pa1
1469956	Danaus plexippus plexippus iteravirus
1471542	Mycobacterium phage MosMoris
1471299	Grapevine Roditis leaf discoloration-associated virus
